Feature,Importance,Selected
volume_t-1,5.849805353197683,True
volume_t-2,0.21750255446583466,True
open_t-11,0.10474150846842267,True
close_t-9,0.10264515722029355,True
low_t-7,0.09461474890293076,True
high_t-9,0.09203458227968753,False
low_t-9,0.0911201683347862,False
close_t-7,0.09048886546363022,False
open_t-8,0.08965446916244257,False
high_t-8,0.08907914452094978,False
open_t-12,0.08865724146911536,False
volume_t-4,0.08722620307174589,False
open_t-9,0.08694185771347396,False
close_t-16,0.08561781253245027,False
high_t-16,0.08399104069673768,False
close_t-13,0.08353794489364841,False
close_t-10,0.08286268893715931,False
low_t-10,0.08157018935155858,False
high_t-11,0.07978726376537537,False
low_t-5,0.07922316471700164,False
low_t-4,0.078654993591047,False
close_t-11,0.07819521687466491,False
volume_t-3,0.07816895711181715,False
low_t-11,0.07736600333982224,False
low_t-15,0.07734143987751185,False
close_t-1,0.07593334333841817,False
close_t-8,0.07568107358426879,False
high_t-7,0.07555281803166913,False
low_t-1,0.07452672823731632,False
low_t-13,0.07379949703625321,False
close_t-6,0.07364620834172264,False
low_t-8,0.07242011865868747,False
high_t-12,0.07236678813266728,False
low_t-12,0.07142678916710299,False
open_t-15,0.07118610254469715,False
open_t-4,0.07114501308542831,False
low_t-16,0.06887287907613615,False
open_t-5,0.06848206039795013,False
low_t-6,0.06633994469329618,False
open_t-20,0.06562116713445221,False
open_t-10,0.06514377869974375,False
high_t-1,0.06503689477662089,False
high_t-17,0.06412408387862012,False
close_t-18,0.06358747864148029,False
open_t-14,0.06331314359200668,False
close_t-5,0.06279117294913217,False
low_t-18,0.06272875500189556,False
open_t-3,0.06265050880623235,False
open_t-6,0.061530585560039874,False
high_t-5,0.05971002999571873,False
high_t-10,0.05804726098219515,False
low_t-20,0.05644956891104069,False
close_t-12,0.056115172998169704,False
high_t-14,0.05502874159824245,False
open_t-18,0.051663223087952126,False
high_t-4,0.05116138870466269,False
high_t-18,0.04969073580400174,False
high_t-3,0.04813888418610013,False
open_t-13,0.04791433069481954,False
open_t-2,0.04746287723700071,False
open_t-1,0.046797297415595907,False
close_t-2,0.046246242453503505,False
low_t-14,0.04485991060611205,False
close_t-3,0.044761993608696926,False
high_t-13,0.043515554968148074,False
close_t-17,0.04326606891248552,False
high_t-15,0.04309942266812783,False
open_t-7,0.04284060743117202,False
close_t-19,0.04170739375734378,False
close_t-4,0.04143717893637966,False
volume_t-6,0.0412451479318765,False
close_t-15,0.03989932065263879,False
high_t-2,0.03980678032750262,False
high_t-20,0.039436927508714525,False
open_t-19,0.03921563475016221,False
high_t-6,0.03893764988735349,False
close_t-20,0.037876417480880775,False
low_t-3,0.03762838316260009,False
open_t-17,0.035934418679108404,False
close_t-14,0.03397012544182498,False
low_t-2,0.033447824313022956,False
low_t-17,0.03322545464456894,False
open_t-16,0.03202911574909706,False
volume_t-10,0.030486342778481834,False
high_t-19,0.030437065106800887,False
volume_t-17,0.02974408038205789,False
volume_t-16,0.02947774228871003,False
volume_t-20,0.0282096089694317,False
low_t-19,0.026212539853631256,False
volume_t-9,0.02592724107828559,False
volume_t-7,0.025233299034724155,False
volume_t-15,0.024337670718888482,False
volume_t-11,0.01847030634476976,False
volume_t-14,0.014360953753539185,False
volume_t-13,0.01325153125013312,False
volume_t-5,0.0031240271897834404,False
volume_t-12,0.0,False
volume_t-19,0.0,False
volume_t-18,0.0,False
volume_t-8,0.0,False
